,tower,lat,lon,orbit,scene,tile,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax,LE_insitu,H_insitu,Rn_insitu,G_insitu,SWin_insitu,SWout_insitu,LWin_insitu,LWout_insitu,tm,puv,pvis,pnir,fduv,fdvis,fdnir
96,US-xDL,32.5417,-87.8039,7501,10,16SDB,2019-11-01,305,2019-10-31 18:08:47.064,0.1092094480991363,-2.7963562843069667e-06,0.6899228096008301,0.2676289081573486,99.22122758490848,3.0,65.767235,0.6500181,1.0,0.00204,2.0042021,0.020399999,144.93152,0.97,0.0,282.44,0.68,384.40338,,214.86096,0.92452246,139.72664,0.059001718,0.015215827,0.46815708,0.0,0.0,0.32675093,0.0,1.3107264,7.7510343,0.0,,6.1694202,,6.4931664,,7.0651245,6.7502494,16.92952,2019,7.7510343,282.44,0.65875584,0.10266874,9.29,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.14585369542186,350.01586021546245,18,11.44,0.4725,100.468516856912,,461.56,-35.762,1.6,0.1,381.9,409.5,0.22378345,0.07226622,0.42463154,0.5074798,1.0,0.915,1.0
97,US-xDL,32.5417,-87.8039,8325,10,16SDB,2019-12-24,358,2019-12-23 18:08:47.064,0.174835130572319,8.39315414428711,2.735793352127075,0.2836912274360657,104.09216640564104,3.0,416.89294,0.57498366,,,1.5723808,,115.48135,0.974,50.0,293.92,1.44,256.00537,,226.9735,0.66821384,131.10481,0.15838593,0.16128586,0.66054565,0.0,0.0,0.35488337,0.2786616,141.16806,18.941633,0.0,,7.637315,,8.061107,,8.51699,7.7790537,14.8413105,2019,18.941633,293.92,0.39587528,0.093799956,20.77,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.7226336691061,412.17978757670863,18,11.44,0.4725,,163.653097976399,,,0.9,0.18,342.4,359.1,0.094603896,0.102954276,0.5191343,0.37742814,0.9995235,0.7644337445598592,0.9992149
98,US-xDL,32.5417,-87.8039,8508,9,16SDB,2020-01-05,5,2020-01-04 18:08:47.064,0.0340806543827056,0.0,0.6411094665527344,0.3150995373725891,103.78102542837716,3.0,,,,,,,,0.98,,279.4,0.72,,,,,,,,,0.0,,,,,,,,5.7520285,,6.1850224,,6.8128715,6.4620976,0.91913223,2020,,279.4,0.3007411,0.08684458,6.25,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,338.64359130012826,18,11.44,0.4725,,,,,3.7,0.81,239.0,327.4,0.20988746,0.077717,0.41218677,0.5166275,1.0,0.915,1.0
99,US-xDL,32.5417,-87.8039,8854,2,16SDB,2020-01-27,27,2020-01-26 18:08:47.064,0.2063793241977691,25.242828369140625,2.007112979888916,0.3277509808540344,101.82928309055514,3.0,147.54921,0.49654067,,,1.0225724,,51.474068,0.974,0.0,285.28,1.04,95.98939,,82.79144,0.61515987,40.95658,0.16087031,0.2226111,0.65966564,0.0,0.0,0.3375329,0.0,11.6815,12.741002,0.0,,6.5082583,,6.8220367,,7.449635,6.928622,3.3999484,2020,12.741002,285.28,0.32432908,0.08833818,12.13,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.4057752421682,365.8098863955337,18,11.44,0.4725,26.4003326935649,25.8854505900904,148.96,7.688,1.1,0.67,384.9,382.0,0.032845534,0.112859495,0.5404451,0.34624445,0.9998208,0.9147324353456497,0.9994756
100,US-xDL,32.5417,-87.8039,9362,7,16SDB,2020-02-29,60,2020-02-28 18:08:47.064,0.0840594470500946,2.3224587440490723,0.8289750814437866,0.3456984758377075,96.27072356219144,3.0,360.76138,0.13297577,,,0.91190815,,140.82195,0.972,0.0,287.56,0.88,158.81116,,241.6889,0.103682846,32.050827,0.09925211,0.79643065,0.58344066,0.0,0.0,0.50821036,0.0,1.7403377,10.77306,0.0,,6.088588,,7.1059976,,7.724895,7.1380773,19.614723,2020,10.77306,287.56,0.11566941,0.0721432,14.41,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.59307981902936,376.8698050814167,18,11.44,0.4725,,,,,7.0,1.58,402.3,410.8,0.16345903,0.08459736,0.4831546,0.43227443,0.9990042,0.5289569748477626,0.99888897
101,US-xDL,32.5417,-87.8039,10216,10,16SDB,2020-04-24,115,2020-04-23 18:08:47.064,0.2338578552007675,8.267175674438477,2.9131970405578613,0.332852303981781,85.07964817179734,3.0,393.02386,0.73364806,1.0,0.00396,3.5205983,0.0396,117.63776,0.976,50.0,295.8,1.32,658.36664,,504.83377,0.8815753,369.9893,0.09140121,0.02263164,0.53761053,12.727842632690528,0.0,0.3741114,0.80435866,355.5981,22.581787,0.0,,6.7299004,,8.29569,,8.682797,7.9512296,6.7472396,2020,22.581787,295.8,0.6701745,0.13825078,22.65,0.478,112.88338014177847,1.0454213552610934,6.209279298622444,5.458501392964442,4.725220647168353,5.45395882783036,1.4840586514540908,0.004542565134082466,1.7596345205128143,350.91641591244894,423.6953275280303,18,11.44,0.4725,,,,,211.37,38.33,356.3,449.8,0.11275214,0.08213657,0.4878501,0.42886305,0.9990252,0.7609934132318165,0.9991678
102,US-xDL,32.5417,-87.8039,10399,6,16SDB,2020-05-06,127,2020-05-05 18:08:47.064,0.2999211549758911,19.460399627685547,3.5573883056640625,0.310291439294815,83.1066871309786,3.0,286.22656,0.83342487,1.0,0.00276,6.26125785,0.0276,49.122112,0.972,50.0,291.6,0.92,360.73907,,282.5912,0.7621788,235.50723,0.23451003,0.003824168,0.6675701,9.327712096572577,0.0,0.3265419,0.39094925,245.74821,19.664616,0.0,,6.638455,,7.7342386,,8.303938,7.6182075,12.302237,2020,19.664616,291.6,0.89684343,0.055460524,18.45,0.478,157.01072461540858,0.8197360921959731,4.796377129251978,3.7047344607090085,4.38868507326556,3.7047344607090085,0.4076920559864181,0.0,0.5173197357181649,339.2506258348104,398.49926239163256,18,11.44,0.4725,,,237.31,,232.78,44.12,343.3,444.8,0.05940812,0.087881796,0.51420724,0.39717504,1.0,0.915,1.0
103,US-xDL,32.5417,-87.8039,10867,2,16SDB,2020-06-05,157,2020-06-04 18:08:47.064,0.1354425847530365,45.887977600097656,4.6800031661987305,0.305363655090332,79.88161355603616,3.0,38.339775,0.7387192,1.0,0.00828,4.60410275,0.0828,236.40916,0.968,50.0,305.32,2.76,625.0929,,542.77594,0.87269366,400.959,0.103501104,0.023491377,0.5537737,9.412795209389374,0.0,0.38763583,0.0,102.39602,32.271942,0.0,,6.5850353,,9.027082,,9.346572,8.080426,16.714268,2020,32.271942,305.32,0.6774245,0.16309692,32.17,0.478,227.2918035946963,0.9934222677622669,5.252176727175525,3.160546693528583,4.80092542708475,3.158345246717588,0.4512513000907745,0.0022014468109952112,1.5351973548472788,429.2210293764733,476.98810681028726,18,11.44,0.4725,,132.970173247839,811.23,,90.76,14.22,414.5,441.9,0.041412823,0.10553956,0.5579827,0.33577132,0.9992722,0.9140829938650131,0.99930346
104,US-xDL,32.5417,-87.8039,10933,9,16SDB,2020-06-10,162,2020-06-09 18:08:47.064,0.1597930341958999,2.0934712886810303,5.252518653869629,0.2863565385341644,79.62558537689529,3.0,,,,,,,,0.956,,299.8,3.2,,,,,,,,,43.83147361523595,,,,,,,,5.6787987,,8.477067,,8.889901,7.863021,22.313864,2020,,299.8,0.67474174,0.16943517,26.65,0.478,232.71783822513135,3.42125138265075,22.185266724766507,18.153105225362292,11.436302139723605,18.082525752948612,10.748964585042902,0.07057947241368012,7.426592008224967,,437.9208113356176,18,11.44,0.4725,,,,,11.99,4.3,429.0,439.6,0.188346,0.078054674,0.50614923,0.41415685,0.99658245,0.5154908562337318,0.996112
105,US-xDL,32.5417,-87.8039,11767,2,16SDB,2020-08-02,215,2020-08-01 18:08:47.064,0.1712713688611984,44.67868423461914,5.05801248550415,0.2867370545864105,82.22675778180351,3.0,347.62845,0.7319126,1.0,0.008640001,3.9966401,0.0864,211.94676,0.93,14.878904,300.12,2.88,611.45044,,519.5249,0.85805124,380.23312,0.112431265,0.029066255,0.5675947,6.561947918262679,0.0,0.2939431,0.0,17.544468,30.82699,0.0,,7.754108,,8.408202,,8.804888,7.56246,1.8715771,2020,30.82699,300.12,0.6553354,0.14238913,26.97,0.478,175.32839187738506,0.7041313710437525,3.693445568451571,2.160387248673044,3.3761947450382803,2.1587423520039812,0.3172508234132905,0.0016448966690627564,0.934350055186734,418.2948757165422,427.8326040845113,18,11.44,0.4725,,,761.77,,228.87,37.71,404.5,469.4,0.037426613,0.107305236,0.5628581,0.32922956,0.9992167,0.9141043728590011,0.9992386
106,US-xDL,32.5417,-87.8039,11828,4,16SDB,2020-08-06,219,2020-08-05 18:08:47.064,0.4206337630748749,6.227382659912109,3.605700016021729,0.2936379313468933,82.78090319732742,3.0,62.477917,0.7617589,1.0,0.006,4.47802675,0.06,229.69418,0.958,50.0,303.56,2.0,668.41986,,574.6592,0.8533597,437.43344,0.12200982,0.021092791,0.57587343,19.58328525012082,0.0,0.3843403,0.8266771,420.94757,29.83744,0.0,,6.1317515,,9.147774,,9.556522,8.329268,1.4425083,2020,29.83744,303.56,0.72389084,0.118498914,30.41,0.478,163.111256885165,1.5001545055067165,9.658640948588,8.392378471647765,6.723510398412309,8.384153776511765,2.935130550175691,0.008224695136000548,2.3205976026657416,410.7890506799955,461.2696326140359,18,11.44,0.4725,,,776.16,,6.1,1.08,438.2,439.7,0.120060906,0.07660382,0.4932084,0.42854804,0.99889594,0.6961135043947587,0.99902
107,US-xDL,32.5417,-87.8039,11889,4,16SDB,2020-08-10,223,2020-08-09 18:08:47.064,0.2008349895477295,6.626213073730469,4.356600761413574,0.2921585738658905,83.3752754354073,3.0,214.8774,0.7604987,1.0,0.0078,3.2566309,0.077999994,150.42778,0.962,50.0,303.66,2.6,627.5269,,564.92554,0.897739,429.95322,0.092390805,0.009650846,0.5279886,17.833123296981103,0.0,0.20535024,0.8025021,345.52164,32.718643,0.0,,6.802825,,9.022789,,9.416998,8.198772,1.7701019,2020,32.718643,303.66,0.78678876,0.043033518,30.51,0.478,149.95942592425328,1.4854347643107233,9.026280129373255,7.294858363426863,6.406669970209652,7.286845731896029,2.619610159163603,0.008012631530834646,0.7674221285582459,430.3974971111781,463.8062548158238,18,11.44,0.4725,,,643.06,8.272,53.3,7.06,455.1,457.3,0.118919656,0.08329639,0.5061525,0.4090623,0.99879205,0.7097796521250336,0.9989016
108,US-xDL,32.5417,-87.8039,12092,7,16SDB,2020-08-23,236,2020-08-22 18:08:47.064,0.130095899105072,-0.1623837947845459,3.945782423019409,0.292485624551773,85.55098387636717,3.0,250.18306,0.35321835,1.0,0.00732,3.05696395,0.0732,199.60068,0.918,50.0,297.28,2.44,607.2441,,508.8097,0.5595217,177.65845,0.3389056,0.10979757,0.6305701,26.502928807173625,30.41030376794923,0.39582068,0.0,249.02637,29.620512,0.0,,7.0514717,,8.378079,,8.792417,7.5780396,14.190914,2020,29.620512,297.28,0.62801343,0.12766306,24.13,0.478,101.38441070008855,1.8375033273800525,12.874246820360025,11.703529727318248,11.002760770340895,4.942477814756907,1.8714860500191293,6.761051912561341,3.383444990485935,413.84331322297857,406.552493271717,18,11.44,0.4725,,,712.5,15.379,171.1,27.01,380.2,465.5,0.2614103,0.069332086,0.48576695,0.44159383,1.0,0.8546333563327789,0.4223066
109,US-xDL,32.5417,-87.8039,12682,5,16SDB,2020-09-30,274,2020-09-29 18:08:47.064,0.0525745749473571,0.0,1.4441449642181396,0.3040679395198822,93.18273039945372,3.0,108.614456,0.78339165,1.0,0.00444,2.3548847,0.0444,150.51302,0.974,50.0,297.28,1.48,521.6319,,432.77997,0.94409674,337.1602,0.052971743,0.002984037,0.45746097,0.0,0.0,0.2556079,0.84705746,364.5768,24.307566,0.0,,5.76073,,8.420093,,8.932875,8.017277,5.6109548,2020,24.307566,297.28,0.8418312,0.079338655,24.13,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.4366988880578,431.3530810965712,18,11.44,0.4725,,,559.24,,36.4,5.48,365.1,440.3,0.25044668,0.06797092,0.42884725,0.505028,1.0,0.915,0.6733691
110,US-xDL,32.5417,-87.8039,12885,8,16SDB,2020-10-13,287,2020-10-12 18:08:47.064,0.1707128882408142,-0.0054420460946857,3.014581680297852,0.2717296779155731,95.85158173548064,3.0,,,,,,,,0.978,,294.46,0.96,,,,,,,,,0.0,,,,,,,,6.8707833,,8.273496,,8.720385,7.985228,6.947764,2020,,294.46,0.71480936,0.112270504,21.31,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,416.9224336445321,18,11.44,0.4725,,,,,11.0,0.88,388.4,445.1,0.19773263,0.08206339,0.4915328,0.42865038,1.0,0.915,1.0
111,US-xDL,32.5417,-87.8039,13129,8,16SDB,2020-10-29,303,2020-10-28 18:08:47.064,0.1645397841930389,55.09661102294922,6.0619215965271,0.2552296817302704,98.87489918402296,3.0,191.78076,0.42954236,1.0,0.0036,0.970669028,0.036000002,62.944393,0.97,50.0,293.18,1.2,230.23198,,155.80336,0.907557,66.89688,0.06818365,0.024259325,0.44493505,0.0,0.0,0.49004465,0.84026426,199.21652,16.80048,0.0,,7.436548,,8.002534,,8.4727745,7.722116,14.381911,2020,16.80048,293.18,0.59555763,0.36766198,20.03,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.8830163049893,406.3687234195683,18,11.44,0.4725,,,300.33,-5.125,4.3,0.49,311.5,401.5,0.025715739,0.12850967,0.6157879,0.25486675,0.99921536,0.9138856744766236,0.9989592
112,US-xDL,32.5417,-87.8039,13251,5,16SDB,2020-11-06,311,2020-11-05 18:08:47.064,0.1054402887821197,1.485610008239746,1.9257538318634035,0.2812357246875763,100.2067297852227,3.0,,,,,,,,0.958,,283.78,1.68,,,,,,,,,0.0,,,,,,,,7.087999,,6.708429,,7.397423,6.8823557,18.29911,2020,,283.78,0.69597524,0.09081404,10.63,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.2928466945484,18,11.44,0.4725,,,,,1.9,0.16,412.8,436.8,0.16083117,0.08913222,0.5198294,0.39193708,0.99961764,0.48371171929739076,0.99957144
113,US-xDL,32.5417,-87.8039,13536,5,16SDB,2020-11-24,329,2020-11-23 18:08:47.064,0.0475968345999717,0.0,0.5716427564620972,0.2545794546604156,102.58185333954113,3.0,,,,,,,,0.98,,289.12,0.96,,,,,,,,,0.0,,,,,,,,6.528279,,7.474952,,8.004297,7.412678,7.854273,2020,,289.12,0.6706978,0.06759943,15.97,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,388.2842681775145,18,11.44,0.4725,,,,,1.0,0.65,313.3,385.6,0.22161251,0.07424379,0.42453742,0.5071285,1.0,0.915,1.0
114,US-xDL,32.5417,-87.8039,13658,4,16SDB,2020-12-02,337,2020-12-01 18:08:47.064,0.0387477204203605,0.0,0.2960147261619568,0.2913925051689148,103.30658260041017,3.0,135.05815,0.6411957,1.0,0.00168,1.44150855,0.0168,99.148155,0.98,21.334555,285.48,0.56,380.90973,,221.45111,0.9714711,141.86366,0.020300908,0.008228013,0.36777902,0.0,0.0,0.27350876,0.7530951,197.91267,10.41261,0.0,,5.936363,,6.982871,,7.529512,7.0503407,7.5609145,2020,10.41261,285.48,0.56995654,0.10802937,12.33,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7601633543485,369.096567499721,18,11.44,0.4725,,,418.15,-14.172,0.8,0.83,337.3,393.2,0.21901451,0.07475815,0.4081521,0.52369547,1.0,0.915,1.0
115,US-xDL,32.5417,-87.8039,13780,4,16SDB,2020-12-10,345,2020-12-09 18:08:47.064,0.0574931614100933,0.0,1.1808648109436035,0.2595124840736389,103.80227281922116,3.0,155.32866,0.7720438,1.0,0.00312,1.5400832,0.031199997,54.58718,0.976,20.03229,285.36,1.04,247.30594,,143.77946,0.5650059,109.74938,0.3260577,0.109792106,0.76125705,0.0,0.0,0.2893286,0.4364074,133.16922,9.487831,0.0,,7.6307945,,6.9244623,,7.4910326,7.0451236,9.195397,2020,9.487831,285.36,0.60763884,0.08252185,12.21,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.5071105140336,366.9723823914933,18,11.44,0.4725,14.2553042163372,20.8530800308649,280.68,-13.95,1.5,0.56,287.2,378.5,0.20751825,0.07969862,0.44032058,0.48613244,1.0,0.915,1.0
116,US-xDL,32.5417,-87.8039,13861,6,16SDB,2020-12-15,350,2020-12-14 18:08:47.064,0.0726311206817627,-0.0013781187590211,0.6543356776237488,0.2988454699516296,103.9905137267008,3.0,,,,,,,,0.974,,283.64,1.24,,,,,,,,,0.0,,,,,,,,6.141325,,6.6198344,,7.265865,6.781763,21.822746,2020,,283.64,0.55628014,0.08025843,10.49,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,357.47036359178816,18,11.44,0.4725,,,,,1.3,0.59,283.3,353.3,0.2091887,0.077408664,0.41505253,0.5136745,1.0,0.915,1.0
117,US-xDL,32.5417,-87.8039,13983,6,16SDB,2020-12-23,358,2020-12-22 18:08:47.064,0.0296842530369758,0.0823756605386734,0.999117076396942,0.2563801407814026,104.09216640564104,3.0,203.54195,0.6305081,1.0,0.00504,0.9019985,0.050399996,61.75691,0.93,0.0,283.58,1.68,259.44592,,177.44427,0.854315,111.88006,0.09264931,0.051028017,0.5481152,0.0,0.0,0.31991628,0.9027836,127.32756,16.531155,0.0,,6.1693954,,6.3843412,,7.2062984,6.357977,22.737314,2020,16.531155,283.58,0.51214933,0.10385769,10.43,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.799812403534,341.03308964336054,18,11.44,0.4725,20.3078445582529,149.028789342294,334.96,2.199,0.9,0.18,342.4,359.1,0.2262572,0.08018524,0.4737051,0.44788247,1.0,0.6370686766030368,1.0
118,US-xDL,32.5417,-87.8039,14044,9,16SDB,2020-12-27,362,2020-12-26 18:08:47.064,0.0411759726703166,0.0,0.7298281788825989,0.2911354899406433,104.05011866869182,3.0,192.79517,0.5107948,1.0,0.00252,0.773420715,0.025199998,104.81565,0.976,0.0,284.64,0.84,281.6284,,176.99301,0.8942273,90.46228,0.0582291,0.044493195,0.4758442,0.0,0.0,0.31336024,0.0,1.7019774,8.828034,0.0,,7.2853813,,6.8302245,,7.36074,6.901729,23.501196,2020,8.828034,284.64,0.44999433,0.11227445,11.49,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.76275014631824,363.282701927417,18,11.44,0.4725,94.0927685823487,116.852355869834,360.41,-15.44,1.7,0.19,322.5,346.5,0.21033408,0.07845601,0.4207467,0.5074806,1.0,0.915,1.0
119,US-xDL,32.5417,-87.8039,14151,6,16SDB,2021-01-03,3,2021-01-02 18:08:47.064,0.1485700607299804,2.108514308929444,1.522915601730347,0.279774934053421,103.8712594219597,3.0,,,,,,,,0.968,,278.58002,0.96,,,,,,,,,0.0,,,,,,,,6.551275,,5.8973155,,6.568697,6.340832,28.521584,2021,,278.58002,0.40449637,0.10423838,5.43002,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,330.5874759084629,18,11.44,0.4725,,,,,1.6,1.08,222.6,318.7,0.15223087,0.08942622,0.49605173,0.4151404,1.0,0.518184514576233,1.0
120,US-xJE,31.1948,-84.4686,7084,2,16RGV,2019-10-05,278,2019-10-04 18:22:07.536,0.3780723214149475,19.182048797607425,3.5721771717071533,0.2728083431720733,96.8138143196938,3.0,241.7158,0.6955631,0.009928062,0.00552,1.7135427,0.0552,125.04054,0.95,29.933268,305.7,1.84,591.8483,,569.4617,0.9582447,396.70215,0.03561524,0.006470263,0.41394642,0.0,0.0,0.1157897,0.95448834,374.56897,35.4439,0.0,,27.846401,,9.512018,,9.862955,8.484239,26.767412,2019,35.4439,305.7,0.71016365,0.066420436,32.55,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.14001087082806,470.45332091688135,18,13.57,0.4944,150.079455623514,318.301212662252,709.14,27.413666666666668,10.6,1.24,387.6,462.3,0.05152081,0.09509567,0.51473075,0.38967898,0.9996803,0.9149692404270172,0.9998288
121,US-xJE,31.1948,-84.4686,7145,2,16RGV,2019-10-09,282,2019-10-08 18:22:07.536,0.1332952380180359,14.70482063293457,3.3949532508850098,0.2754442691802978,97.60452253248025,3.0,,,,,,,,0.944,,302.12,2.12,,,,,,,,,0.0,,,,,,,,28.941114,,8.836136,,9.10478,7.9461856,18.631083,2019,,302.12,0.69052565,0.104661815,28.97,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,445.9653088710854,18,13.57,0.4944,,,,,5.0,0.63,424.5,460.0,0.066822045,0.106626,0.5658646,0.32703546,0.9991695,0.914009912610054,0.9987925
122,US-xNW,40.0543,-105.5824,5578,2,13TDE,2019-06-30,181,2019-06-29 16:57:40.224,0.0656779482960701,25.695777893066406,1.754052758216858,0.2864609658718109,63.68734154539023,4.0,133.77452,0.9011979,1.0,0.00384,3.8178804,0.038399998,153.86366,0.948,7.450577,297.44,1.28,340.4986,,424.25592,0.32694253,375.73236,0.019839516,0.6516218,0.46318996,99.54236501347381,13.824634507265555,0.2578884,0.0,12.101629,22.843159,0.0,,3487.4778,,8.391315,,8.873179,7.571857,5.5420446,2019,22.843159,297.44,0.30266765,0.11576954,24.29,0.526,571.6426170249342,7.656713695923592,49.997759063606324,41.81800004911902,45.676447648432394,41.808209324353186,4.3213114151739305,0.009790724765835535,11.52397282198095,346.5493536807342,420.7431028468228,16,0.0,0.3301,,,631.26,,168.48,29.8,312.2,352.1,0.17413391,0.076919146,0.5022762,0.42010254,0.9992705,0.9135698980093002,0.9997659
123,US-xRM,40.2759,-105.5459,5406,4,13TDE,2019-06-19,170,2019-06-18 16:57:48.984,0.1101735979318618,52.88603973388672,1.3583433628082275,0.3425478637218475,63.614879722604215,4.0,156.17455,0.59076774,1.0,0.00288,3.555743,0.0288,100.93413,0.972,10.657575,284.9,0.96,389.8745,,224.03267,0.24149066,132.27031,0.25351956,0.5049898,0.6797107,47.44060863579352,0.0,0.34331855,0.44995558,242.82837,9.789945,0.0,,2738.0703,,6.7502327,,7.422104,6.924749,24.69058,2019,9.789945,284.9,0.5603779,0.05907728,11.75,0.472,573.5486430498892,3.8666129027434346,24.9821483140578,18.515671116777188,22.836498114655086,18.509157551538998,2.145650199402713,0.006513565238190466,2.8026613623876173,277.1043361345745,363.1175506170726,16,0.6900000000000001,0.4423,160.085473938416,150.866916088876,278.45,,484.9,38.75,303.0,423.9,0.082714185,0.081504285,0.5265984,0.3902916,0.9994801,0.9141126626729965,0.9996482
124,US-xRM,40.2759,-105.5459,5578,2,13TDE,2019-06-30,181,2019-06-29 16:57:48.984,0.0665357485413551,28.088115692138672,1.84070897102356,0.2875721454620361,63.67948675564277,4.0,98.178894,0.633834,1.0,0.00396,4.855255,0.0396,213.6473,0.884,5.6192174,281.56,1.32,684.17224,,435.0291,0.4111436,275.77295,0.12233333,0.4665231,0.5666953,91.38564490109245,68.95187267509144,0.36350822,0.5872528,362.7422,14.6686535,0.0,,2738.3271,,5.981648,,6.7708426,5.2378483,4.266919,2019,14.6686535,281.56,0.56295586,0.08498427,8.41,0.472,571.8010882797873,7.134363574122792,46.18717663745593,37.99845121034302,42.19688684462728,37.991488956354004,3.990289792828648,0.006962253989016176,7.766341596290076,300.359209444044,315.0266315532548,16,0.6900000000000001,0.4423,304.216224136548,222.897149306741,451.74,20.088,440.0,33.96,285.4,388.8,0.15982069,0.078068756,0.50540954,0.41580328,0.99932444,0.91360611140728,0.9998168
125,US-xRM,40.2759,-105.5459,10670,5,13TDE,2020-05-24,145,2020-05-23 16:57:48.984,0.0736475735902786,5.147436618804932,0.8589330911636353,0.3303238153457641,65.22666738670692,4.0,,,,,,,,0.95,,277.44,0.84,,,,,,,,,224.58677600433018,,,,,,,,2736.3926,,5.7152877,,6.4969463,5.861717,0.4565124,2020,,277.44,0.4309772,0.07783636,4.29,0.472,544.0874971940736,14.49265662788743,105.14616684836174,104.97985402833977,69.04821207969688,104.97201990513105,36.09795476866486,0.007834123208724009,17.48101967255661,,319.1619330913633,16,0.6900000000000001,0.4423,,,,,278.8,20.04,312.6,361.0,0.41277695,0.06453032,0.46817613,0.4674356,0.9990582,0.656687867464307,0.9999254
126,US-xUK,39.0404,-95.1921,5761,5,15SUD,2019-07-12,193,2019-07-11 17:39:13.896,0.1117717772722244,-0.1625987291336059,2.5660128593444824,0.3091683983802795,72.3428989246783,4.0,,,,,,,,0.974,,292.94,1.96,,,,,,,,,269.0318569990309,,,,,,,,295.75125,,7.932207,,8.479945,7.748573,24.28432,2019,,292.94,0.8683302,0.10187382,19.79,0.529,391.375865845531,13.70755046743317,123.74972553343804,132.44865768768344,31.145608535852002,13.790220852007387,92.60411699758603,118.65843683567604,27.40730297418501,,406.7099937821568,17,5.8,0.4664,,,,,379.9,71.29,438.4,511.7,0.6874002,0.050951403,0.45998168,0.4923159,0.621617,0.251682243347168,0.10411748
127,US-xUK,39.0404,-95.1921,6108,5,15SUD,2019-08-03,215,2019-08-02 17:39:13.896,0.2129392921924591,24.70906448364257,4.781943321228027,0.2978636622428894,74.85800145501776,4.0,498.5692,0.47870767,1.0,0.00744,3.61118475,0.0744,148.08185,0.962,50.0,299.96,2.48,559.6253,,489.36334,0.6008626,231.88455,0.25403562,0.14548162,0.601058,20.507251529657868,0.0,0.3061324,0.83725256,306.02585,28.896776,0.0,,295.69843,,8.526817,,8.914354,7.843127,5.9009676,2019,28.896776,299.96,0.8177778,0.11857569,26.81,0.529,338.60949386099526,1.8265321484038577,11.207709783281093,7.445244124529107,10.245330704555016,7.44142325508854,0.9623790787260766,0.0038208694405668098,2.431663594162973,405.2725545131675,441.6107432446123,17,5.8,0.4664,,,629.18,15.252,292.99,51.5,367.8,437.4,0.060563132,0.08906762,0.5465242,0.36305422,0.99928766,0.9141324055194855,0.9994868
128,US-xUK,39.0404,-95.1921,7516,7,15SUD,2019-11-02,306,2019-11-01 17:39:13.896,0.1042277365922927,0.819633960723877,0.9191104769706726,0.3251445889472961,94.94809714704957,4.0,71.36073,0.665149,1.0,0.0024,1.33860585,0.024,41.062202,0.976,0.0,276.06,0.8,149.44518,,66.31732,0.39821225,46.134956,0.2773716,0.36397868,0.7153041,0.0,0.0,0.26511195,0.43606097,69.22132,1.2740476,0.0,,295.65048,,5.6449556,,6.3365564,6.098812,22.584354,2019,1.2740476,276.06,0.6023008,0.066146106,2.91,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.035323001951,321.4215052590187,17,5.8,0.4664,15.1469035964964,72.6138328202737,,-16.043,2.54,-1.32,364.6,362.4,0.19657324,0.07679936,0.47756636,0.4469025,0.99926597,0.4510238124675418,0.9990903
