,tower,lat,lon,orbit,scene,tile,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax,LE_insitu,H_insitu,Rn_insitu,G_insitu,SWin_insitu,SWout_insitu,LWin_insitu,LWout_insitu,tm,puv,pvis,pnir,fduv,fdvis,fdnir
31,US-Ha2,42.5393,-72.1779,16564,9,18TYN,2021-06-07,158,2021-06-06 19:11:17.304,0.1740078032016754,0.810637354850769,3.296921491622925,0.3326440751552582,87.05782047457738,4.0,,,,,,,,0.893,,287.06,2.64,,,,,,,,,12.812827296574326,,,,,,,,342.05493,,7.368118,,7.790449,6.9042225,18.492247,2021,,287.06,0.8722802,0.09422249,13.91,0.058,66.39027298757397,0.9531533072910648,6.083667365536215,5.7867907927445446,2.739915340087879,5.773449302245563,3.3437520254483357,0.013341490498981479,1.2072563053960603,,343.83759409918576,19,0.0,0.5545,,,,,1.67,1.55,295.0,394.0,0.19299254,0.07439055,0.4748107,0.45164043,0.99803656,0.45037231253132176,0.9976945
32,US-Ha2,42.5393,-72.1779,16729,10,18TYN,2021-06-18,169,2021-06-17 19:11:17.304,0.0753058493137359,0.0306516345590353,1.3747539520263672,0.3639144897460937,86.4935827354725,4.0,171.71695,0.83814466,1.0,0.00372,5.4571065,0.0372,104.01232,0.976,15.658676,288.86,1.24,295.28586,,215.24089,0.82049435,179.12453,0.11966765,0.059837993,0.57009715,19.284577178307078,0.0,0.19688156,0.0,1.7545791,16.541555,0.0,,344.85944,,7.2808867,,7.88381,7.2889686,14.134657,2021,16.541555,288.86,0.8347391,0.09730142,15.71,0.058,78.94418125237677,1.3256638443834992,8.947732052206693,8.979670105527806,7.656124338801147,8.85529762908346,1.2916077134055453,0.12437247644434635,1.8764167435488723,312.1919572616745,385.310304501252,19,0.0,0.5545,102.7,162.3,321.4,,4.25,0.542,377.0,409.0,0.24428117,0.06874218,0.46398383,0.46563998,0.9935538,0.855649710354591,0.98614955
33,US-Ha2,42.5393,-72.1779,16824,11,18TYN,2021-06-24,175,2021-06-23 19:11:17.304,0.0487757287919521,0.2823735475540161,1.2542479038238523,0.3504547774791717,86.43431524043191,4.0,276.1175,0.8358191,1.0,0.003,5.206722,0.03,142.85706,0.974,28.49868,294.5,1.0,667.1291,,523.6712,0.877596,437.74207,0.0516701,0.07049818,0.46389413,18.933869489998504,0.0,0.20039469,0.79203314,512.1083,21.06832,0.0,,346.30667,,8.115538,,8.627883,7.8627644,17.482677,2021,21.06832,294.5,0.826679,0.099020615,21.35,0.058,80.22603630428735,1.336213239999226,9.080544664834495,8.56037103210107,4.323286731185165,8.538204257880688,4.7572579336493295,0.02216677422038238,1.874843519604681,334.42788714232137,415.4428909494679,19,0.0,0.5545,241.9,316.2,729.1,,9.69,1.98,326.0,414.0,0.23600654,0.070572644,0.47959265,0.45211947,0.9980154,0.4761043407371383,0.99741054
34,US-Ha2,42.5393,-72.1779,16836,8,18TYN,2021-06-25,176,2021-06-24 19:11:17.304,0.0698211342096328,1.3875088691711426,1.7140966653823853,0.3399568498134613,86.44164122880662,4.0,,,,,,,,0.946,,282.0,2.0,,,,,,,,,15.157334800612418,,,,,,,,343.1534,,6.5572696,,7.251596,6.742607,25.072527,2021,,282.0,0.82786006,0.11997324,8.85,0.058,80.0557655968392,1.2204198731225897,7.68062507085109,6.256376135880386,3.6644740359844077,6.2382363467309965,4.016151034866683,0.018139789149389962,1.818474422675284,,339.2335116149601,19,0.0,0.5545,,,,,13.4,3.57,351.0,409.0,0.1893347,0.080516785,0.5067266,0.41276228,0.9975194,0.477106225363289,0.9971006
35,US-Ha2,42.5393,-72.1779,16870,11,18TYN,2021-06-27,178,2021-06-26 19:11:17.304,0.2082106471061706,9.425626754760742,4.408686637878418,0.2924185693264007,86.4710193161676,4.0,338.45935,0.8477266,1.0,0.00612,3.41383645,0.061199997,66.148796,0.954,23.963116,288.64,2.04,361.29602,,301.35693,0.625607,255.64781,0.32511875,0.048942883,0.73614717,8.277012740939705,15.936549093382189,0.16724594,0.22564907,197.298,25.030497,0.0,,344.88718,,7.3719077,,8.030942,7.3464017,23.336432,2021,25.030497,288.64,0.83122486,0.14655812,15.49,0.058,79.38684211768829,0.7261702465067069,4.248230015659939,3.294957561596002,3.3718128175323843,3.292336869718283,0.8764171981275544,0.0026206918777189614,1.21306342652817,384.35156861641246,375.4789688374418,19,0.0,0.5545,,202.6,405.2,,-2.45,1.16,368.0,389.0,0.10426177,0.08773337,0.51325643,0.39808536,0.99907345,0.7936982708335278,0.99920464
36,US-Ha2,42.5393,-72.1779,16885,11,18TYN,2021-06-28,179,2021-06-27 19:11:17.304,0.2094256281852722,0.6648356914520264,3.2399373054504395,0.2939861416816711,86.49305753881954,4.0,364.77725,0.80938405,1.0,0.0066,3.9016083,0.066,70.66886,0.95,29.456871,298.28,2.2,535.296,,465.77475,0.7687734,376.87656,0.2029828,0.028300166,0.6440087,15.980282582206167,0.0,0.15046313,0.88181436,377.0066,27.85313,0.0,,343.40704,,8.512752,,8.964722,7.8996706,15.568892,2021,27.85313,298.28,0.85231,0.14748809,25.13,0.058,78.88851008428672,1.1631853118507516,7.667868946871837,7.161108963405194,3.4294063688635092,7.147184740423014,4.238462578008328,0.013924222982180545,2.356901702463324,400.3205153624588,426.4138687633341,19,0.0,0.5545,156.7,263.7,547.5,,4.4,0.256,362.0,363.0,0.20256793,0.07278878,0.47983313,0.44812155,0.99843204,0.44724373781356297,0.9980556
37,US-Ha2,42.5393,-72.1779,17339,11,18TYN,2021-07-27,208,2021-07-26 19:11:17.304,0.501049816608429,2.791656255722046,2.669298887252808,0.3338212668895721,89.16278258634937,4.0,113.15684,0.8504602,1.0,0.00612,5.26676875,0.061199997,90.163086,0.96,10.284275,295.24,2.04,337.41086,,285.44724,0.79471743,242.9521,0.13796654,0.06731602,0.59396076,2.601695274588384,0.0,0.21582265,0.9403318,135.96538,26.010445,0.0,,343.76828,,7.9990993,,8.547003,7.5807047,4.18631,2021,26.010445,295.24,0.8349962,0.04440145,22.09,0.058,18.904059320395817,0.19084004056712742,1.1946313099064998,1.2151758624152886,0.6609184480621296,1.2131592628578074,0.5337128618443702,0.0020165995574812356,0.1155190551574249,381.3999850449256,413.60254081181023,19,0.0,0.5545,,97.61,369.3,,0.64,0.964,361.0,427.0,0.13762628,0.07335219,0.4591742,0.4670708,0.99833596,0.5532405208045801,0.9983405
38,US-Ha2,42.5393,-72.1779,17818,12,18TYN,2021-08-27,239,2021-08-26 19:11:17.304,0.2580990493297577,0.3973326086997986,3.643937349319458,0.2885426878929138,95.51942539645064,4.0,312.8788,0.8600064,1.0,0.00672,4.826832,0.0672,65.85152,0.956,25.654137,300.14,2.24,484.23282,,420.72116,0.73917127,358.12482,0.18612874,0.06796736,0.643982,0.0,0.0,0.211868,0.78286,335.1565,27.630795,0.0,,343.5546,,8.639777,,9.073662,7.9901443,24.943956,2021,27.630795,300.14,0.83330095,0.07285052,26.99,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.500607419609,439.9107586937968,19,0.0,0.5545,121.0,190.0,512.3,,-1.82,0.499,395.0,431.0,0.18710972,0.074712835,0.46496716,0.4625615,0.9997111,0.45701175301083324,0.99981034
39,US-Ha2,42.5393,-72.1779,17926,13,18TYN,2021-09-03,246,2021-09-02 19:11:17.304,0.0908781141042709,8.711677551269531,1.92340886592865,0.3323099613189697,97.27641907125526,4.0,,,,,,,,0.976,,283.86,1.4,,,,,,,,,0.0,,,,,,,,345.24237,,6.6351304,,7.259437,6.771924,18.779875,2021,,283.86,0.6579005,0.11548694,10.71,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,359.31702046070683,19,0.0,0.5545,,,,,-3.39,2.05,325.0,404.0,0.09601443,0.10454371,0.53275806,0.36191177,0.9989316,0.7729806057955189,0.9984298
40,US-Ha2,42.5393,-72.1779,17941,13,18TYN,2021-09-04,247,2021-09-03 19:11:17.304,0.0534358881413936,0.0020168526098132,2.0089564323425293,0.3211182355880737,97.53353825364631,4.0,,,,,,,,0.966,,283.2,1.28,,,,,,,,,0.0,,,,,,,,344.77148,,6.6053696,,7.2807245,6.823559,19.577385,2021,,283.2,0.65782624,0.11537339,10.05,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,352.33947334365314,19,0.0,0.5545,,,,,-3.54,1.17,344.0,418.0,0.20688027,0.08456495,0.4958447,0.4215305,1.0,0.915,1.0
41,US-Ha2,42.5393,-72.1779,17987,13,18TYN,2021-09-07,250,2021-09-06 19:11:17.304,0.0674339979887008,-0.1112290173768997,1.8563153743743896,0.3111057877540588,98.31254433943268,4.0,,,,,,,,0.966,,282.9,1.44,,,,,,,,,0.0,,,,,,,,342.8807,,6.6125894,,7.2550397,6.8549485,21.635624,2021,,282.9,0.60414886,0.109741576,9.75,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,350.8488800929326,19,0.0,0.5545,,,,,-4.79,1.18,297.0,397.0,0.19684209,0.08300704,0.46517184,0.45649797,1.0,0.915,1.0
42,US-Ha2,42.5393,-72.1779,18579,11,18TYN,2021-10-15,288,2021-10-14 19:11:17.304,0.0707077234983444,3.241264581680298,2.833171367645264,0.2607493996620178,108.40153998060096,4.0,74.42164,0.9179156,,,0.75135165,,14.5521345,0.976,15.796729,291.12,2.24,64.14148,,48.92021,0.46208888,44.918297,0.5367125,0.0,0.8309641,0.0,0.0,0.2579292,0.3804704,46.510803,16.925325,0.0,,344.56842,,7.379781,,7.961825,7.2202954,14.3151,2021,16.925325,291.12,0.9884492,0.16121484,17.97,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0484188991469,397.5110140040412,19,0.0,0.5545,53.28,102.9,231.5,,-0.717,0.182,400.0,415.0,0.1280208,0.104714066,0.5463577,0.34889826,1.0,0.5761269482777117,1.0
43,US-Ha2,42.5393,-72.1779,18594,10,18TYN,2021-10-16,289,2021-10-15 19:11:17.304,0.1420181542634964,2.615025281906128,3.730670928955078,0.2612468898296356,108.65286381590803,4.0,,,,,,,,0.944,,279.52,2.44,,,,,,,,,0.0,,,,,,,,342.7444,,6.3154116,,7.048233,6.566849,27.087616,2021,,279.52,0.983789,0.16109064,6.37,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,326.7643908614122,19,0.0,0.5545,,,,,-1.03,0.272,382.0,393.0,0.13087517,0.10062594,0.535051,0.36457035,1.0,0.5452525748086126,1.0
44,US-Ha2,42.5393,-72.1779,18640,8,18TYN,2021-10-19,292,2021-10-18 19:11:17.304,0.0553050637245178,18.478599548339844,1.216068148612976,0.3297488987445831,109.39627950847355,4.0,,,,,,,,0.97,,276.26,1.08,,,,,,,,,0.0,,,,,,,,343.76352,,5.6574273,,6.383099,6.0627565,15.007524,2021,,276.26,0.7906139,0.061668534,3.11,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,320.3722877707225,19,0.0,0.5545,,,,,-3.66,1.19,250.0,332.0,0.045592554,0.122574866,0.538363,0.33941805,0.9992155,0.9135681527853012,0.9981164
45,US-Ha2,42.5393,-72.1779,18655,9,18TYN,2021-10-20,293,2021-10-19 19:11:17.304,0.0860761329531669,-0.0065243588760495,1.6368299722671509,0.3109351396560669,109.64031929500236,4.0,,,,,,,,0.972,,281.72,1.4,,,,,,,,,0.0,,,,,,,,343.4247,,6.3980913,,7.046041,6.6741705,24.286106,2021,,281.72,0.808521,0.07135457,8.57,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,347.174774562651,19,0.0,0.5545,,,,,-2.21,0.673,301.0,349.0,0.1741535,0.0916417,0.45414895,0.46191436,1.0,0.915,1.0
46,US-Ha2,42.5393,-72.1779,18735,12,18TYN,2021-10-25,298,2021-10-24 19:11:17.304,0.1294064372777938,4.33316707611084,1.638202667236328,0.2740095257759094,110.82896937958982,4.0,44.298317,0.9711833,1.0,0.00552,0.37647433,0.0552,12.149736,0.926,4.245947,275.22,1.84,36.857124,,21.404163,0.15367527,20.61736,0.7367219,0.10872176,0.94618213,0.0,0.0,0.24362071,0.0,13.783578,7.929068,0.0,,342.4602,,5.777821,,6.4180965,5.9315314,16.387033,2021,7.929068,275.22,0.7705631,0.07048417,2.07,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.7847281842187,301.26045459810763,19,0.0,0.5545,,,69.8,,-2.84,1.14,292.0,364.0,0.11629489,0.103066415,0.51686203,0.37910616,1.0,0.6248112992865874,1.0
47,US-Ha2,42.5393,-72.1779,18858,12,18TYN,2021-11-02,306,2021-11-01 19:11:17.304,0.0523346066474914,0.1524503082036972,0.8576900362968445,0.2793730497360229,112.60397373991906,4.0,,,,,,,,0.926,,277.12,1.08,,,,,,,,,0.0,,,,,,,,344.53058,,5.37599,,5.9494815,5.7629004,17.81026,2021,,277.12,0.6706421,0.124154694,3.97,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,309.6660870532121,19,0.0,0.5545,,,,,-3.99,1.11,208.0,320.0,0.19268201,0.08958851,0.4677617,0.44559973,1.0,0.5392748952375876,1.0
48,US-NR1,40.0329,-105.5464,5578,2,13TDE,2019-06-30,181,2019-06-29 16:57:48.864,0.0702225714921951,29.60137367248535,1.8358056545257568,0.2866793870925903,63.71798265039278,4.0,186.72226,0.63343924,1.0,0.00384,4.57303585,0.038399998,236.41177,0.978,20.945042,296.56,1.28,652.4258,,469.55264,0.64609605,298.56766,0.07335264,0.27572626,0.48868963,82.5738723310428,0.0,0.3667138,0.0,3.058833,18.541056,0.0,,3042.9072,,8.328244,,8.8251,7.932323,5.955201,2019,18.541056,296.56,0.6883051,0.024569595,23.41,0.036,571.0243266591307,6.534746145536281,42.13148024690538,33.833707788265166,38.494854466496896,33.828722639021535,3.6366257804084867,0.00498514924363036,2.0288066007554275,319.69287731947486,428.9437312220173,16,0.0,0.4462,,,,,662.8,62.88,307.4,416.1,0.14460658,0.07913818,0.51022774,0.40973866,0.9993783,0.9136838829517365,0.99985266
49,US-PFd,45.9689,-90.301,3713,3,15TYL,2019-03-02,61,2019-03-01 17:58:47.760,0.2648589313030243,49.15287399291992,0.6346811056137085,0.3985928893089294,95.448093152945,4.0,0.0,0.0,0.060463082,0.00216,0.005,0.0216,0.0,0.872,0.0,322.48,0.72,0.0,,0.0,0.0,0.0,0.0,0.0,0.7766353,0.0,0.0,0.268448,0.0,0.0,-7.4685864,0.0,,433.40457,11.794498,10.767026,10.456466,11.747951,10.210275,27.635965,2019,-7.4685864,322.48,0.12711097,0.4550993,49.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0516108973745,534.7352376012569,17,0.0,0.4739,,,,,,,,,0.039429024,0.10748925,0.486566,0.4048946,0.9995839,0.9144118595123292,0.9996736
50,US-PFd,45.9689,-90.301,5116,8,15TYL,2019-05-31,151,2019-05-30 17:58:47.760,0.7553602457046509,0.8215614557266235,2.4705629348754883,0.344499260187149,74.41382006970552,4.0,58.852818,0.5639979,1.0,0.00516,2.85242035,0.051599998,74.238,0.962,10.166892,293.72,1.72,253.64449,,185.28389,0.40976745,103.95883,0.2202342,0.37700412,0.62816405,138.98505752180753,59.02849101852769,0.29827654,0.3193008,94.54149,19.520475,0.0,,434.37387,,7.743926,,8.349849,7.4763117,15.106736,2019,19.520475,293.72,0.6469184,0.069605626,20.57,0.33,348.1932549649855,7.120411387979667,62.31711265487789,69.33346470108144,27.421500603736334,68.14363230243156,34.895612051141555,1.1898323986498838,9.674141933451423,335.7122421134727,405.9946666833012,17,0.0,0.4739,,,,,,,,,0.39916068,0.05123149,0.44837275,0.49885553,0.98755175,0.4400316291225009,0.982839
51,US-PFd,45.9689,-90.301,5223,8,15TYL,2019-06-07,158,2019-06-06 17:58:47.760,0.083460509777069,0.0007204583380371,2.117817640304565,0.3171888291835785,73.77636884247914,4.0,395.70602,0.49225327,1.0,0.00564,5.43082285,0.056399997,137.56273,0.954,50.0,298.48,1.88,623.24927,,518.208,0.5286323,255.41629,0.27282256,0.18899815,0.62822783,250.03241638072456,185.05591423435317,0.27872992,0.77895844,336.20364,25.42772,0.0,,432.70303,,8.38891,,8.833557,7.7614145,26.422989,2019,25.42772,298.48,0.7878738,0.0608453,25.33,0.33,361.37260207198096,12.131719708008836,113.34412782489765,125.66924683833504,27.15861332397817,12.540194189675994,86.18551450091948,113.12905264865904,15.213300005563022,379.5956820253437,429.35892724512325,17,0.0,0.4739,,,,,,,,,0.69189644,0.048520587,0.45331773,0.5026118,0.6082081,0.23961200147867204,0.099787295
52,US-PFd,45.9689,-90.301,5238,8,15TYL,2019-06-08,159,2019-06-07 17:58:47.760,0.0944953262805938,-1.4606525837734807e-05,2.366107940673828,0.3156200051307678,73.70343565811325,4.0,365.0529,0.52437943,1.0,0.003,4.17244585,0.03,150.93475,0.974,50.0,303.86,1.0,653.23584,,531.3392,0.6577877,282.04016,0.17703395,0.16258359,0.5653494,247.9865877927122,126.26777477235332,0.2903695,0.5836528,291.69342,24.080494,0.0,,434.31387,,9.536848,,9.835861,8.809333,4.375717,2019,24.080494,303.86,0.7968123,0.060818054,30.71,0.33,362.8678565692079,12.383819526344174,114.21896859015555,122.42731947860342,28.266055719181185,12.733561614337642,85.95291287097437,109.69375786426578,15.082061687652914,364.1934027660647,470.8301540987706,17,0.0,0.4739,,,,,,,,,0.6834074,0.049937457,0.46058527,0.49368525,0.61553293,0.2474725176393986,0.10400915
53,US-PFd,45.9689,-90.301,5345,8,15TYL,2019-06-15,166,2019-06-14 17:58:47.760,0.2246874868869781,152.29849243164062,3.037966251373291,0.3624758422374725,73.32283830270323,4.0,341.31964,0.5714731,1.0,0.0036,4.5262308,0.036000002,209.29903,0.966,50.0,292.74,1.2,673.04315,,486.9013,0.7364761,278.51273,0.12497553,0.14478165,0.52962446,5.041755335215378,0.0,0.26886767,0.0,93.97395,16.974813,0.0,,434.6369,,7.689471,,8.308028,7.496535,10.140103,2019,16.974813,292.74,0.7994443,0.04334415,19.59,0.33,370.5912469150772,0.5267898605723784,3.092110779050584,1.4151923148315981,2.826696137529768,1.4149701315708434,0.26541464152081584,0.00022218326075473804,0.2185305995128756,312.4512220222249,402.2690119231686,17,0.0,0.4739,,,,,,,,,0.013604626,0.10448541,0.61330044,0.28069437,0.9995673,0.9141639286279679,0.999843
54,US-PFd,45.9689,-90.301,5363,6,15TYL,2019-06-16,167,2019-06-15 17:58:47.760,0.0632000938057899,1.3816044330596924,1.4304248094558716,0.3383212983608246,73.28721922753583,4.0,,,,,,,,0.968,,296.24,1.44,,,,,,,,,160.2920357652224,,,,,,,,435.0171,,8.120646,,8.632888,7.773381,8.815072,2019,,296.24,0.83546597,0.048606325,23.09,0.33,371.3009558077444,9.944879947268388,75.52871222745797,74.84038827843762,35.0993791232932,73.51258512598471,40.429333104164776,1.3278031524529013,7.791206247456378,,422.7283084877415,17,0.0,0.4739,,,,,,,,,0.4317038,0.06204226,0.47119442,0.46690023,0.98584425,0.4647157099354468,0.9822582
55,US-PFd,45.9689,-90.301,5406,8,15TYL,2019-06-19,170,2019-06-18 17:58:47.760,0.1232267096638679,64.12574005126953,1.9125480651855469,0.3535706698894501,73.2087413232549,4.0,303.8269,0.8123068,1.0,0.00384,5.81030225,0.038399998,96.671616,0.978,50.0,290.06,1.28,542.0803,,401.7097,0.826689,333.12692,0.12070176,0.030687552,0.56686425,14.87468993818111,0.0,0.18144707,0.78186524,343.11407,17.275131,0.0,,433.99362,,7.434411,,7.9793677,7.312841,2.5806158,2019,17.275131,290.06,0.8876311,0.048601028,16.91,0.33,372.83770125078627,1.282720241757564,7.928386943687635,5.646284509886121,7.249121801954393,5.644459090985773,0.679265141733242,0.0018254189003483745,0.7229254921903033,316.70085919520886,392.5558047531935,17,0.0,0.4739,,,,,,,,,0.039895885,0.08623509,0.5330119,0.37959006,0.9997327,0.9143249255418778,0.9996767
56,US-PFd,45.9689,-90.301,5528,7,15TYL,2019-06-27,178,2019-06-26 17:58:47.760,0.0840089321136474,-0.2305972278118133,2.384806871414185,0.3481620550155639,73.20835011222992,4.0,,,,,,,,0.95,,283.8,1.8,,,,,,,,,255.6019081520908,,,,,,,,433.85184,,6.689173,,7.3839774,6.7801285,21.247816,2019,,283.8,0.8552786,0.04539566,10.65,0.33,372.59106476547265,12.780779271402453,117.85503400796989,126.0259780662493,27.637917601518456,12.17032307466778,90.21711640645144,113.85565499158152,11.60321731782354,,349.4494394278896,17,0.0,0.4739,,,,,,,,,0.6860119,0.050002676,0.46108824,0.4930557,0.60292536,0.2345077393949032,0.096569955
57,US-PFd,45.9689,-90.301,7131,8,15TYL,2019-10-08,281,2019-10-07 17:58:47.760,0.0772362053394317,0.0621570982038974,0.8962815403938293,0.302373468875885,93.51727142703076,4.0,173.20245,0.59604865,1.0,0.00288,1.48265835,0.0288,116.800285,0.97,30.388466,290.86,0.96,330.26593,,233.27277,0.6254686,139.21555,0.12059743,0.25418475,0.5394674,0.0,0.0,0.2788964,0.0,1.8510745,17.060179,0.0,,434.76962,,7.5382667,,8.166657,7.4835186,7.611824,2019,17.060179,290.86,0.71515757,0.12320852,17.71,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.61116888420713,393.6578459688079,17,0.0,0.4739,144.0,77.249,,-5.347,12.725,2.1,340.894,397.729,0.24220961,0.070054956,0.46791115,0.46366212,1.0,0.692731497204909,1.0
58,US-PFd,45.9689,-90.301,7146,7,15TYL,2019-10-09,282,2019-10-08 17:58:47.760,0.0867252275347709,10.639775276184082,1.303318977355957,0.2945617735385895,93.79259815421123,4.0,,,,,,,,0.978,,291.58,1.12,,,,,,,,,0.0,,,,,,,,434.3072,,7.677018,,8.258766,7.5650325,25.23032,2019,,291.58,0.70598364,0.12057849,18.43,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.84914319231376,17,0.0,0.4739,,,,,5.771,1.206,325.349,401.484,0.09999348,0.09618874,0.52429396,0.37909544,0.99881595,0.8241492395284714,0.9984075
59,US-PFi,45.9749,-90.2327,5116,8,15TYL,2019-05-31,151,2019-05-30 17:59:04.152,0.7632211446762085,0.8258800506591797,2.460234880447388,0.3450483977794647,74.45804045800455,4.0,83.865395,0.47420594,1.0,0.00516,2.08123785,0.051599998,73.15459,0.964,16.37056,292.76,1.72,261.17572,,195.99506,0.41003814,94.96264,0.35191494,0.2554967,0.6539375,160.39597067743347,85.24623532548125,0.33472672,0.2948716,102.46389,19.608988,0.0,,456.04675,,7.6594605,,8.257634,7.421545,15.351267,2019,19.608988,292.76,0.74944025,0.072298504,19.61,3.058,347.22976242548606,7.9405601251262885,67.77012976777567,84.51083854964476,29.82106371877878,82.81006533864824,37.94906604899689,1.7007732109965161,11.596388727606309,337.9925259351933,401.5458725595393,17,0.0,0.4958,,,,,,,,,0.46193036,0.049505983,0.42251766,0.5268888,0.98807853,0.4400325603767478,0.9798751
60,US-PFi,45.9749,-90.2327,5177,8,15TYL,2019-06-04,155,2019-06-03 17:59:04.152,0.5062122344970703,0.7707408666610718,2.550088167190552,0.3441594243049621,74.0666523435076,4.0,95.21694,0.5533356,1.0,0.00552,2.65788625,0.0552,48.394398,0.976,23.557253,297.34,1.84,209.19441,,159.11386,0.07214313,87.60317,0.6899227,0.23935631,0.81316626,185.25085923848025,84.1467066367166,0.35446683,0.42722905,114.93804,20.833511,0.0,,456.11343,,8.294091,,8.75046,7.8225183,6.6172314,2019,20.833511,297.34,0.7380594,0.13545679,24.19,3.058,355.345801975212,9.705232103102357,80.75902650709382,94.80598866933124,35.00677397651512,92.7712433828607,45.7522525305787,2.034745286470539,25.093486737186375,356.5772110809438,432.5878769455211,17,0.0,0.4958,,,,,,,,,0.5213256,0.052389674,0.43594414,0.51177084,0.98270553,0.43347196580483977,0.9785378
61,US-PFi,45.9749,-90.2327,5223,8,15TYL,2019-06-07,158,2019-06-06 17:59:04.152,0.0843876153230667,0.005616093520075,2.1154167652130127,0.3176865875720978,73.82036502146819,4.0,385.87808,1.0,1.0,0.00576,6.49186065,0.0576,111.163994,0.944,50.0,295.32,1.92,628.6612,,533.57776,0.0,533.57776,0.9486971,0.05130288,1.0,188.80646876383415,165.41213448789483,0.316995,0.0,353.85666,26.249622,0.0,,455.47635,,8.046599,,8.505112,7.4719634,26.62207,2019,26.249622,295.32,0.8434593,0.13756616,22.17,3.058,360.4188366058072,11.224000267249341,81.37237964024018,95.72100261392707,34.19378636895938,20.62976142954773,47.1785932712808,75.09124118437934,25.973380891000605,409.72920836125246,407.1501617461912,17,0.0,0.4958,,,,,,,,,0.52385294,0.059447117,0.430983,0.50697947,0.7097207,0.42021367102861407,0.2155197
62,US-PFi,45.9749,-90.2327,5238,8,15TYL,2019-06-08,159,2019-06-07 17:59:04.152,0.0965044051408767,-0.0004203800926916,2.3845365047454834,0.3157349228858948,73.7474056294248,4.0,346.8706,0.43127066,1.0,0.003,4.1192738,0.03,152.32666,0.978,50.0,301.62,1.0,613.1748,,508.86728,0.64132935,219.28322,0.26022786,0.09842342,0.5850781,229.84840015772193,105.97581152011612,0.4229742,0.50651604,264.85635,24.168482,0.0,,454.69083,,9.212444,,9.571567,8.655699,4.317451,2019,24.168482,301.62,0.8563288,0.13638459,28.47,3.058,361.9152366874126,12.216101263599882,95.54039435827201,122.44677818355986,29.330500665669593,12.327995585443547,66.20989369260242,110.11878259811631,31.34778570179698,366.4517868127286,458.97663289219565,17,0.0,0.4958,,,,,,,,,0.63508904,0.053148516,0.415667,0.53272843,0.6074699,0.30699580907821655,0.10068044
63,US-PFi,45.9749,-90.2327,5345,8,15TYL,2019-06-15,166,2019-06-14 17:59:04.152,0.2256709635257721,152.4130401611328,3.028116703033448,0.3631691336631775,73.36666962648071,4.0,335.94925,0.51454383,1.0,0.0036,5.022408,0.036000002,243.40646,0.976,50.0,290.78,1.2,683.38495,,506.01743,0.80802435,260.2052,0.14720927,0.02451735,0.52672166,6.0452187165829026,0.0,0.2887843,0.0,2.1859207,16.574501,0.0,,455.99408,,7.512457,,8.116361,7.436826,10.488639,2019,16.574501,290.78,0.90343094,0.047746126,17.63,3.058,369.64480472690974,0.5902506982037545,3.4942615050746553,1.94607361147562,3.1941197217016173,1.9454831967916575,0.300141783373038,0.0005904146839625923,0.2886357745395256,309.7582885164527,395.6572470446253,17,0.0,0.4958,,,,,,,,,0.016354129,0.09763926,0.5780207,0.32191947,0.99941814,0.9141043728590011,0.9996966
