,tower,orbit,scene,tile,time_UTC,product,variable,med3x3,vegetation,climate,MAT_C,MAP_mm,elevation,lat,lon
3141,US-xHA,11938,9,18TYN,2020-08-13 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3142,US-Ha1,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI,0.903914,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3143,US-Ha1,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3144,US-Ha1,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo,0.14179386,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3145,US-Ha1,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo-UQ,0.12937932,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3146,US-Ha2,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI,0.90455806,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3147,US-Ha2,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3148,US-Ha2,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo,0.14179386,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3149,US-Ha2,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo-UQ,0.12937932,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3150,US-xHA,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI,0.91409737,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3151,US-xHA,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,NDVI-UQ,0.12743038,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3152,US-xHA,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo,0.14179386,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3153,US-xHA,11999,9,18TYN,2020-08-17 00:00:00,L2T_STARS,albedo-UQ,0.12937932,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3154,US-Ha1,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI,0.8981321,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3155,US-Ha1,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3156,US-Ha1,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo,0.14592555,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3157,US-Ha1,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo-UQ,0.1293775,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3158,US-Ha2,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI,0.9141232,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3159,US-Ha2,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3160,US-Ha2,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo,0.14592555,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3161,US-Ha2,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo-UQ,0.1293775,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3162,US-xHA,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI,0.9137954,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3163,US-xHA,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,NDVI-UQ,0.12753242,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3164,US-xHA,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo,0.14592555,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3165,US-xHA,12011,9,18TYN,2020-08-18 00:00:00,L2T_STARS,albedo-UQ,0.1293775,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3166,US-Ha1,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI,0.8910417,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3167,US-Ha1,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3168,US-Ha1,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo,0.1508014,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3169,US-Ha1,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo-UQ,0.12937665,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3170,US-Ha2,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI,0.90833116,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3171,US-Ha2,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3172,US-Ha2,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo,0.1508014,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3173,US-Ha2,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo-UQ,0.12937665,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3174,US-xHA,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI,0.9226084,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3175,US-xHA,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,NDVI-UQ,0.12741084,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3176,US-xHA,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo,0.1508014,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3177,US-xHA,12045,8,18TYN,2020-08-20 00:00:00,L2T_STARS,albedo-UQ,0.12937665,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3178,US-Ha1,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI,0.8526886,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3179,US-Ha1,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3180,US-Ha1,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo,0.16530684,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3181,US-Ha1,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3182,US-Ha2,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI,0.90377074,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3183,US-Ha2,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3184,US-Ha2,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo,0.16530684,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3185,US-Ha2,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo-UQ,0.12937629,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3186,US-xHA,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI,0.92187357,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3187,US-xHA,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,NDVI-UQ,0.12742577,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3188,US-xHA,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo,0.16530684,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3189,US-xHA,12087,7,18TYN,2020-08-23 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3190,US-Ha1,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI,0.848599,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3191,US-Ha1,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3192,US-Ha1,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo,0.16781825,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3193,US-Ha1,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3194,US-Ha2,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI,0.9067495,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3195,US-Ha2,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3196,US-Ha2,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo,0.16781825,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3197,US-Ha2,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo-UQ,0.12937629,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3198,US-xHA,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI,0.9198641,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3199,US-xHA,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,NDVI-UQ,0.12741134,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3200,US-xHA,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo,0.16781825,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3201,US-xHA,12106,6,18TYN,2020-08-24 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3202,US-Ha1,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI,0.85331666,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3203,US-Ha1,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3204,US-Ha1,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo,0.17010252,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3205,US-Ha1,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3206,US-Ha2,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI,0.9048988,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3207,US-Ha2,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3208,US-Ha2,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo,0.17010252,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3209,US-Ha2,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo-UQ,0.12937629,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3210,US-xHA,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI,0.9213898,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3211,US-xHA,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,NDVI-UQ,0.12740943,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3212,US-xHA,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo,0.17010252,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3213,US-xHA,12121,10,18TYN,2020-08-25 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3214,US-Ha1,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI,0.8835276,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3215,US-Ha1,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3216,US-Ha1,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo,0.16688636,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3217,US-Ha1,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3218,US-Ha2,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI,0.8907377,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3219,US-Ha2,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI-UQ,0.12741055,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3220,US-Ha2,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo,0.16688636,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3221,US-Ha2,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo-UQ,0.12937629,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3222,US-xHA,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI,0.918792,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3223,US-xHA,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,NDVI-UQ,0.12741055,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3224,US-xHA,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo,0.16688636,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3225,US-xHA,12167,9,18TYN,2020-08-28 00:00:00,L2T_STARS,albedo-UQ,0.12937629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3226,US-Ha1,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI,0.89604974,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3227,US-Ha1,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3228,US-Ha1,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo,0.15232019,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3229,US-Ha1,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo-UQ,0.12938173,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3230,US-Ha2,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI,0.89561737,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3231,US-Ha2,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3232,US-Ha2,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo,0.15232019,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3233,US-Ha2,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo-UQ,0.12938173,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3234,US-xHA,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI,0.9124047,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3235,US-xHA,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3236,US-xHA,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo,0.15232019,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3237,US-xHA,12228,9,18TYN,2020-09-01 00:00:00,L2T_STARS,albedo-UQ,0.12938173,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3238,US-Ha1,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI,0.8528716,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3239,US-Ha1,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3240,US-Ha1,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo,0.13890025,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3241,US-Ha1,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo-UQ,0.12945704,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3242,US-Ha2,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI,0.817574,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3243,US-Ha2,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3244,US-Ha2,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo,0.13890025,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3245,US-Ha2,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo-UQ,0.12945704,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3246,US-xHA,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI,0.91596067,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3247,US-xHA,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,NDVI-UQ,0.1274093,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3248,US-xHA,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo,0.13890025,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3249,US-xHA,12575,8,18TYN,2020-09-23 00:00:00,L2T_STARS,albedo-UQ,0.12945704,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3250,US-Ha1,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI,0.8598828,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3251,US-Ha1,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3252,US-Ha1,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo,0.0,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3253,US-Ha1,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo-UQ,0.13,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3254,US-Ha2,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI,0.8151107,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3255,US-Ha2,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI-UQ,0.12751114,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3256,US-Ha2,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo,0.0,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3257,US-Ha2,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo-UQ,0.13,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3258,US-xHA,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI,0.88896805,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3259,US-xHA,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,NDVI-UQ,0.12740909,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3260,US-xHA,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo,0.0,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3261,US-xHA,12621,10,18TYN,2020-09-26 00:00:00,L2T_STARS,albedo-UQ,0.13,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3262,US-Ha1,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI,0.8072378,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3263,US-Ha1,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI-UQ,0.0050468245,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3264,US-Ha1,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo,0.04468624,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3265,US-Ha1,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo-UQ,0.00509992,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3266,US-Ha2,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI,0.83036953,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3267,US-Ha2,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI-UQ,0.0050468245,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3268,US-Ha2,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo,0.032843072,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3269,US-Ha2,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo-UQ,0.00509992,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3270,US-xHA,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI,0.83001304,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3271,US-xHA,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,NDVI-UQ,0.00504684,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3272,US-xHA,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo,0.043772593,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3273,US-xHA,12743,9,18TYN,2020-10-04 00:00:00,L2T_STARS,albedo-UQ,0.00509992,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3274,US-Ha1,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI,0.80640763,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3275,US-Ha1,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI-UQ,0.009954275,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3276,US-Ha1,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo,0.04468475,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3277,US-Ha1,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo-UQ,0.010099917,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3278,US-Ha2,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI,0.81862456,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3279,US-Ha2,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI-UQ,0.009954275,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3280,US-Ha2,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo,0.03284198,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3281,US-Ha2,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo-UQ,0.010099917,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3282,US-xHA,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI,0.8296774,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3283,US-xHA,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,NDVI-UQ,0.010046836,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3284,US-xHA,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo,0.043771137,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3285,US-xHA,12758,8,18TYN,2020-10-05 00:00:00,L2T_STARS,albedo-UQ,0.010099917,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3286,US-Ha1,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI,0.77941656,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3287,US-Ha1,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI-UQ,0.024649804,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3288,US-Ha1,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo,0.10126144,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3289,US-Ha1,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo-UQ,0.025027996,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3290,US-Ha2,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI,0.7968255,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3291,US-Ha2,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI-UQ,0.024649804,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3292,US-Ha2,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo,0.08952055,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3293,US-Ha2,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo-UQ,0.025027996,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3294,US-xHA,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI,0.79529244,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3295,US-xHA,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,NDVI-UQ,0.024650002,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3296,US-xHA,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo,0.10044841,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3297,US-xHA,12804,9,18TYN,2020-10-08 00:00:00,L2T_STARS,albedo-UQ,0.025027996,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3298,US-Ha1,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI,0.8267327,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3299,US-Ha1,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI-UQ,9.985982e-05,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3300,US-Ha1,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo,0.080778845,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3301,US-Ha1,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo-UQ,9.9918645e-05,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
3302,US-Ha2,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI,0.8425282,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3303,US-Ha2,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI-UQ,9.985982e-05,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3304,US-Ha2,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo,0.07297123,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3305,US-Ha2,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo-UQ,9.9918645e-05,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
3306,US-xHA,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI,0.84338677,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3307,US-xHA,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,NDVI-UQ,9.9859855e-05,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3308,US-xHA,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo,0.08488764,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
3309,US-xHA,12819,7,18TYN,2020-10-09 00:00:00,L2T_STARS,albedo-UQ,9.9918645e-05,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
