,tower,orbit,scene,tile,time_UTC,product,variable,med3x3,vegetation,climate,MAT_C,MAP_mm,elevation,lat,lon
168,US-Ha1,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_2,3.4894924,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
169,US-Ha1,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_4,4.1845117,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
170,US-Ha1,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_5,4.163857,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
171,US-Ha2,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_2,3.466455,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
172,US-Ha2,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_4,4.1429615,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
173,US-Ha2,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_5,4.1679096,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
174,US-xHA,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_2,3.4657059,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
175,US-xHA,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_4,4.1571136,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
176,US-xHA,10047,9,18TYN,2020-04-13 20:41:24,L1CT_RAD,radiance_5,4.12935,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
177,US-Ha1,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_2,3.364928,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
178,US-Ha1,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_4,3.8575125,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
179,US-Ha1,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_5,3.8490107,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
180,US-Ha2,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_2,3.1210938,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
181,US-Ha2,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_4,3.7267509,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
182,US-Ha2,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_5,3.6680338,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
183,US-xHA,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_2,3.3468049,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
184,US-xHA,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_4,3.9384277,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
185,US-xHA,10108,9,18TYN,2020-04-17 19:09:33,L1CT_RAD,radiance_5,3.8184962,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
186,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_2,9.720073,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
187,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_4,9.787923,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
188,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_5,8.640767,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
189,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_2,10.12103,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
190,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_4,9.864844,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
191,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_5,9.096849,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
192,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_2,9.085025,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
193,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_4,9.38955,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
194,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L1CT_RAD,radiance_5,8.50268,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
195,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,EmisWB,0.954,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
196,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST,305.82,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
197,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST_err,0.84,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
198,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,height,324.25287,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
199,US-Ha1,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,view_zenith,28.290628,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
200,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,EmisWB,0.94,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
201,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST,308.54,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
202,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST_err,0.84,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
203,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,height,343.32736,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
204,US-Ha2,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,view_zenith,28.344906,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
205,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,EmisWB,0.968,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
206,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST,301.54,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
207,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,LST_err,0.84,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
208,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,height,332.62952,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
209,US-xHA,10150,9,18TYN,2020-04-20 11:54:42,L2T_LSTE,view_zenith,28.290628,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
210,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_2,5.3653116,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
211,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_4,5.996054,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
212,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_5,5.6215754,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
213,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_2,5.3025327,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
214,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_4,5.92174,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
215,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_5,5.5746865,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
216,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_2,5.45036,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
217,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_4,6.0465374,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
218,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L1CT_RAD,radiance_5,5.6470017,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
219,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,EmisWB,0.954,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
220,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST,272.68,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
221,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST_err,0.96,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
222,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,height,325.46347,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
223,US-Ha1,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,view_zenith,2.060578,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
224,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,EmisWB,0.956,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
225,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST,272.14,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
226,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST_err,0.96,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
227,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,height,343.83005,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
228,US-Ha2,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,view_zenith,2.097321,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
229,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,EmisWB,0.95,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
230,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST,273.64,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
231,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,LST_err,0.96,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
232,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,height,329.62042,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
233,US-xHA,10291,8,18TYN,2020-04-29 14:28:07,L2T_LSTE,view_zenith,2.0446308,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
234,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_2,6.6272454,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
235,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_4,7.2841606,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
236,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_5,6.625605,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
237,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_2,6.7777114,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
238,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_4,7.4581895,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
239,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_5,6.885617,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
240,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_2,6.110839,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
241,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_4,6.6561646,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
242,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L1CT_RAD,radiance_5,6.17731,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
243,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,EmisWB,0.958,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
244,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST,285.02,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
245,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST_err,1.48,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
246,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,height,325.6703,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
247,US-Ha1,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,view_zenith,1.0957927,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
248,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,EmisWB,0.966,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
249,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST,286.32,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
250,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST_err,1.48,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
251,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,height,344.5768,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
252,US-Ha2,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,view_zenith,1.1620464,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
253,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,EmisWB,0.964,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
254,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST,284.47,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
255,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,LST_err,1.48,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
256,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,height,329.1806,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
257,US-xHA,10352,9,18TYN,2020-05-03 12:53:46,L2T_LSTE,view_zenith,1.0898142,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
258,US-Ha1,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_2,5.3886237,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
259,US-Ha1,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_4,6.145174,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
260,US-Ha1,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_5,5.8561287,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
261,US-Ha2,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_2,5.474823,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
262,US-Ha2,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_4,6.1724305,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
263,US-Ha2,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_5,5.903931,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
264,US-xHA,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_2,5.3056555,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
265,US-xHA,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_4,6.1118197,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
266,US-xHA,10474,9,18TYN,2020-05-11 09:45:10,L1CT_RAD,radiance_5,5.845465,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
267,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_2,7.2363954,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
268,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_4,7.8615847,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
269,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_5,7.2183595,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
270,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_2,7.2399426,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
271,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_4,7.8334427,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
272,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_5,7.2160645,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
273,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_2,7.246022,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
274,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_4,7.845181,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
275,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L1CT_RAD,radiance_5,7.2185407,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
276,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,EmisWB,0.978,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
277,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST,288.92,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
278,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST_err,1.4,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
279,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,height,326.8245,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
280,US-Ha1,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,view_zenith,2.4722564,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
281,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,EmisWB,0.978,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
282,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST,288.76,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
283,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST_err,1.4,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
284,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,height,343.73755,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
285,US-Ha2,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,view_zenith,2.5339785,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
286,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,EmisWB,0.976,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
287,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST,288.76,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
288,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,LST_err,1.4,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
289,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,height,330.34448,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
290,US-xHA,10684,7,18TYN,2020-05-24 22:33:49,L2T_LSTE,view_zenith,2.4674284,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
291,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_2,7.6599183,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
292,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_4,8.190014,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
293,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_5,7.2708097,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
294,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_2,7.3288198,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
295,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_4,7.94918,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
296,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_5,7.255508,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
297,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_2,7.5415874,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
298,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_4,8.103383,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
299,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L1CT_RAD,radiance_5,7.2421784,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
300,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,EmisWB,0.948,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
301,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST,292.4,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
302,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST_err,2.12,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
303,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,height,324.33344,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
304,US-Ha1,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,view_zenith,4.140235,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
305,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,EmisWB,0.96,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
306,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST,289.22,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
307,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST_err,2.12,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
308,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,height,343.57593,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
309,US-Ha2,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,view_zenith,4.1990232,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
310,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,EmisWB,0.944,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
311,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST,291.16,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
312,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,LST_err,2.12,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
313,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,height,329.85376,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
314,US-xHA,10745,7,18TYN,2020-05-28 20:59:20,L2T_LSTE,view_zenith,4.128808,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
315,US-Ha1,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_2,6.34914,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
316,US-Ha1,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_4,6.83917,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
317,US-Ha1,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_5,6.365111,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
318,US-Ha2,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_2,6.037744,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
319,US-Ha2,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_4,6.5931115,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
320,US-Ha2,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_5,6.111346,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
321,US-xHA,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_2,6.3875103,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
322,US-xHA,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_4,6.8947983,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
323,US-xHA,10867,7,18TYN,2020-06-05 17:50:17,L1CT_RAD,radiance_5,6.4103355,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
324,US-Ha1,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_2,6.3422875,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
325,US-Ha1,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_4,7.060045,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
326,US-Ha1,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_5,6.159979,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
327,US-Ha2,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_2,5.6871924,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
328,US-Ha2,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_4,6.51027,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
329,US-Ha2,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_5,5.8090234,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
330,US-xHA,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_2,6.2521477,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
331,US-xHA,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_4,6.979695,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
332,US-xHA,10901,9,18TYN,2020-06-07 22:43:55,L1CT_RAD,radiance_5,6.282156,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
333,US-Ha1,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_2,3.8867066,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
334,US-Ha1,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_4,4.5416436,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
335,US-Ha1,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_5,4.4661574,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
336,US-Ha2,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_2,3.973173,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
337,US-Ha2,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_4,4.639004,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
338,US-Ha2,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_5,4.5554466,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
339,US-xHA,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_2,3.8615985,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
340,US-xHA,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_4,4.5256023,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
341,US-xHA,10962,9,18TYN,2020-06-11 21:09:20,L1CT_RAD,radiance_5,4.4199133,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
